REQUISITION_NO;LINE_NO;RELEASE_NO;LAST_AUTHORIZED_DATE;WANTED_RECEIPT_DATE;REQUISITIONER_CODE;REQUISITIONER_NAME;NOTE_TEXT;PART_NO;PART_DESCRIPTION;ORIGINAL_QTY;BUY_UNIT_MEAS;FBUY_UNIT_PRICE;SPEC1;SPEC2;SPB_REFERENCE;BUYER_CODE;STATUS
AAL210001284;5;1;2021/08/12 00:00:00.000;2021/08/13 00:00:00.000;ST173_AAL1;Site - GA;;111100073;LAKBAN BENING; 2.0;pcs; 35000.0;;;;BUYER11_AAL1;Authorized
AAL210001284;4;1;2021/08/12 00:00:00.000;2021/08/13 00:00:00.000;ST173_AAL1;Site - GA;;111034095;PLASTIK BENING; 1.0;Roll; 350000.0;LEBAR 1m  / ROLL;;;BUYER11_AAL1;Authorized
SAI210001190;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SAI1;Site - Pabrik;;700020103;JASA SORTASI TBS; 16000000.0;kg; 3.08;;;PAB/SAI/2021;BUYER11_SAI1;Authorized
SAI210001191;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SAI1;Site - Pabrik;;111030144;OKSIGEN; 50.0;btl; 90000.0;6 m3;;PAB/SAI/2021;BUYER11_SAI1;Authorized
SLS210002380;1;1;2021/08/12 00:00:00.000;2021/08/11 00:00:00.000;ST173_SLS1;Site - GA;UMBUL UMBUL;121010255;BENDERA; 100.0;lbr; 30000.0;;;40/UM/SPB/SLS/2021;BUYER11_SLS1;Authorized
SLS210002381;2;1;2021/08/12 00:00:00.000;2021/08/11 00:00:00.000;ST173_SLS1;Site - GA;;174170015;AIR CONDITIONER; 2.0;pcs; 3500000.0;1 PK;;41/UM/SLS1/8/2021;BUYER301_HO;Authorized
SLS210002381;1;1;2021/08/12 00:00:00.000;2021/08/11 00:00:00.000;ST173_SLS1;Site - GA;;451000091;LEMARI ES; 1.0;unit; 4000000.0;;;41/UM/SLS1/8/2021;BUYER301_HO;Authorized
PSK210001318;1;4;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_PSK1;Site - Infrastructure;;111030377;SOLAR; 8000.0;l; 8375.088;;;;BUYER202_HO;Authorized
PSK210001318;1;3;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_PSK1;Site - Infrastructure;;111030377;SOLAR; 8000.0;l; 8375.088;;;;BUYER202_HO;Authorized
PSK210001318;1;2;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_PSK1;Site - Infrastructure;;111030377;SOLAR; 8000.0;l; 8375.088;;;;BUYER202_HO;Authorized
PSK210001318;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_PSK1;Site - Infrastructure;;111030377;SOLAR; 8000.0;l; 8375.088;;;;BUYER202_HO;Authorized
PSK210001319;1;2;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST161_PSK1;Site - Pabrik;;111030377;SOLAR; 8000.0;l; 8375.088;;;;BUYER202_HO;Authorized
PSK210001319;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST161_PSK1;Site - Pabrik;;111030377;SOLAR; 8000.0;l; 8375.088;;;;BUYER202_HO;Authorized
SDI210002015;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SDI1;Site - Pabrik;;700024178;JASA RM PABRIK; 1.0;EA; 2625000.0;;JASA PEMBUATAN HOSE ASSY HYDRAULIC 3/8 X R2-185;SDI/ST/PAB/0424/2021;BUYER11_SDI1;Authorized
SDI210002017;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SDI1;Site - Rawat TM;;700011128;PENABURAN TANDAN KOSONG TM; 37.46;ha; 1102680.0;;OA004;50/SDI/TAN/2021;BUYER11_SDI1;Authorized
INP210001128;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST166_INP1;Site - Infrastructure;;700069468;JASA PERBAIKAN POMPA; 1.0;unit; 3588000.0;;;05/TEK/INP/AGST/21;BUYER11_INP1;Authorized
INP210001129;5;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST166_INP1;Site - Infrastructure;TABUNG JET PUMP;111110790;JET PUMP; 1.0;pcs; 290000.0;10100229;;06/TEK/INP/AGST/21;BUYER11_INP1;Authorized
INP210001129;4;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST166_INP1;Site - Infrastructure;MECHANICAL SEAL EY20;171912375;MECHANICAL SEAL; 5.0;set; 65000.0;"1 3/8 """;;06/TEK/INP/AGST/21;BUYER11_INP1;Authorized
INP210001129;3;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST166_INP1;Site - Infrastructure;"MECHANICAL SEAL WP UP(F25)4""";171910030;MECHANICAL SEAL; 5.0;set; 250000.0;28 mm;;06/TEK/INP/AGST/21;BUYER11_INP1;Authorized
INP210001129;2;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST166_INP1;Site - Infrastructure;;111030352;OLIE; 10.0;l; 45000.0;SAE 20/50;;06/TEK/INP/AGST/21;BUYER11_INP1;Authorized
INP210001129;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST166_INP1;Site - Infrastructure;;171920029;SELANG SPIRAL; 10.0;m; 85000.0;"3""";;06/TEK/INP/AGST/21;BUYER11_INP1;Authorized
SLS210001725;5;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST161_SLS2;Site - Pabrik;;171690973;PIPA HITAM / STEAM; 5.0;pcs; 450000.0;"1"" x 6 m / SCH80";Pipa steam seamless;154/PAB-SLS2/VI/21;BUYER504_HO;Authorized
SLS210001725;2;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST161_SLS2;Site - Pabrik;;121120092;MILD STEEL PLATE; 5.0;pcs; 2240000.0;6 mm x 4' x 8';;154/PAB-SLS2/VI/21;BUYER504_HO;Authorized
SLS210001725;1;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST161_SLS2;Site - Pabrik;;121120091;MILD STEEL PLATE; 5.0;pcs; 2940000.0;8 mm x 4' x 8';;154/PAB-SLS2/VI/21;BUYER504_HO;Authorized
CPN210000084;5;1;2021/08/12 00:00:00.000;2021/07/05 00:00:00.000;ST177_CPN1;Site - SHE;CELEMEK CHEMIS;121060082;WELDING LEATHER APRON; 6.0;pcs; 55000.0;;;5;BUYER11_CPN1;Authorized
CPN210000084;4;1;2021/08/12 00:00:00.000;2021/07/05 00:00:00.000;ST177_CPN1;Site - SHE;;111030223;SARUNG TANGAN KARET; 6.0;psg; 20000.0;-;;5;BUYER11_CPN1;Authorized
CPN210000084;3;1;2021/08/12 00:00:00.000;2021/07/05 00:00:00.000;ST177_CPN1;Site - SHE;SARUNG TANGAN BINTIL KUNING;111030222;SARUNG TANGAN KAIN; 60.0;psg; 3000.0;-;;5;BUYER11_CPN1;Authorized
CPN210000084;2;1;2021/08/12 00:00:00.000;2021/07/05 00:00:00.000;ST177_CPN1;Site - SHE;MASK KAIN HITAM JACKSON;410001104;MASKER KAIN; 6.0;pcs; 37000.0;;;5;BUYER11_CPN1;Authorized
CPN210000084;1;2;2021/08/12 00:00:00.000;2021/07/05 00:00:00.000;ST177_CPN1;Site - SHE;HELMET SAFETY BIRU;121060014;SAFETY HELMET; 10.0;pcs; 115000.0;-;;5;BUYER11_CPN1;Authorized
CPN210000084;1;1;2021/08/12 00:00:00.000;2021/07/05 00:00:00.000;ST177_CPN1;Site - SHE;HELMET SAFETY KUNING;121060014;SAFETY HELMET; 20.0;pcs; 115000.0;-;;5;BUYER11_CPN1;Authorized
PLB210002037;1;1;2021/08/12 00:00:00.000;2021/07/06 00:00:00.000;ST166_PLB2;Site - Infrastructure;;111030196;PAPAN; 100.0;pcs; 160000.0;-;;;BUYER11_PLB2;Authorized
TPP210001739;1;1;2021/08/12 00:00:00.000;2021/07/26 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 4800000.0;;;;BUYER11_TPP4;Authorized
TPP210001739;2;1;2021/08/12 00:00:00.000;2021/07/26 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 387000.0;;;;BUYER11_TPP4;Authorized
SAI210001018;4;1;2021/08/12 00:00:00.000;2021/07/13 00:00:00.000;ST161_SAI1;Site - Pabrik;;175020212;FSCM Solid Ext. Pin Conv.Chain 4L; 110.0;m; 650000.0;"F-29152R-4EP(6""65000 lbf)";;PAB/SAI/2021;BUYER503_HO;Authorized
SAI210001018;2;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST161_SAI1;Site - Pabrik;;172183002;Lock Nuts-TIMKEN; 20.0;pcs; 361222.0;KM23;;PAB/SAI/2021;BUYER504_HO;Authorized
SAI210001018;9;1;2021/08/12 00:00:00.000;2021/07/13 00:00:00.000;ST161_SAI1;Site - Pabrik;;171160411;CABLE NYYHY; 200.0;m; 45000.0;4 x 2,5 mm;;PAB/SAI/2021;BUYER11_SAI1;Authorized
SPP210001445;15;1;2021/08/12 00:00:00.000;2021/08/04 00:00:00.000;ST161_SPP1;Site - Pabrik;;171691310;CINCIN PIPA; 20.0;pcs; 10500.0;38 mm;;SPP-PAB/250/VII/2021;BUYER11_SPP1;Authorized
SPP210001445;14;1;2021/08/12 00:00:00.000;2021/08/04 00:00:00.000;ST161_SPP1;Site - Pabrik;;171810233;RELAY; 10.0;pcs; 90000.0;OMRON 14 PIN LY4 220/240;;SPP-PAB/250/VII/2021;BUYER11_SPP1;Authorized
SPP210001445;13;1;2021/08/12 00:00:00.000;2021/08/04 00:00:00.000;ST161_SPP1;Site - Pabrik;;171470103;MCB; 6.0;pcs; 354000.0;40A / 3 Ph;;SPP-PAB/250/VII/2021;BUYER11_SPP1;Authorized
SPP210001445;12;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST161_SPP1;Site - Pabrik;;171040397;SELF ALIGNING BALL BEARING; 8.0;pcs; 473100.0;2213 EKTN/C3;;SPP-PAB/250/VII/2021;BUYER506_HO;Authorized
SPP210001445;11;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST161_SPP1;Site - Pabrik;;171970035;TRACK BUSH / ADAPTER SLEEVE; 10.0;pcs; 291000.0;HE 313;;SPP-PAB/250/VII/2021;BUYER506_HO;Authorized
SPP210001445;10;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST161_SPP1;Site - Pabrik;;174362027;Locating Ring-FAG; 10.0;pcs; 175000.0;FRM250/15;;SPP-PAB/250/VII/2021;BUYER506_HO;Authorized
SPP210001445;9;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST161_SPP1;Site - Pabrik;;171040370;PILLOW BLOCK BEARING; 6.0;pcs; 485300.0;P 213;;SPP-PAB/250/VII/2021;BUYER506_HO;Authorized
SPP210001445;8;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST161_SPP1;Site - Pabrik;;171580024;LAMPU PIJAR; 15.0;pcs; 7000.0;5 W;;SPP-PAB/250/VII/2021;BUYER11_SPP1;Authorized
SPP210001445;7;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST161_SPP1;Site - Pabrik;;171951001;BRONZE BUSHING; 6.0;pcs; 2625000.0;OD 160 X ID 85 X L 43 mm;;SPP-PAB/250/VII/2021;BUYER506_HO;Authorized
SPP210001445;6;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST161_SPP1;Site - Pabrik;;171080102;BOLT & NUT; 60.0;pcs; 9900.0;"3/4"" x 5""";;SPP-PAB/250/VII/2021;BUYER11_SPP1;Authorized
SPP210001445;5;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST161_SPP1;Site - Pabrik;;174190103;KUAS ROLL; 4.0;pcs; 12000.0;BESAR;;SPP-PAB/250/VII/2021;BUYER11_SPP1;Authorized
SPP210001445;4;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST161_SPP1;Site - Pabrik;;171451543;AIR FILTER; 6.0;pcs; 550000.0;6127-81-7410;;SPP-PAB/250/VII/2021;BUYER506_HO;Authorized
SPP210001445;3;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST161_SPP1;Site - Pabrik;;171451273;AIR CLEANER; 6.0;pcs; 975000.0;600-181-4201;;SPP-PAB/250/VII/2021;BUYER506_HO;Authorized
SPP210001445;2;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST161_SPP1;Site - Pabrik;;174180173;CIRCUTOR 100KVAR - 400V 50HZ; 5.0;pcs; 13000000.0;CAPACITOR CS100/400;;SPP-PAB/250/VII/2021;BUYER506_HO;Authorized
SPP210001445;1;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST161_SPP1;Site - Pabrik;;171050405;V.BELT; 15.0;pcs; 89000.0;SPB 1400;;SPP-PAB/250/VII/2021;BUYER506_HO;Authorized
TPP210001923;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 518000.0;;;;BUYER11_TPP4;Authorized
TPP210001923;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 6200000.0;;;;BUYER11_TPP4;Authorized
TPP210001924;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 305000.0;;;;BUYER11_TPP4;Authorized
TPP210001924;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 3000000.0;;;;BUYER11_TPP4;Authorized
TPP210001925;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 297500.0;;;;BUYER11_TPP4;Authorized
TPP210001925;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 4000000.0;;;;BUYER11_TPP4;Authorized
TPP210001926;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 350000.0;;;;BUYER11_TPP4;Authorized
TPP210001926;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 4000000.0;;;;BUYER11_TPP4;Authorized
TPP210001927;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 203000.0;;;;BUYER11_TPP4;Authorized
TPP210001927;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 6000000.0;;;;BUYER11_TPP4;Authorized
TPP210001928;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 338000.0;;;;BUYER11_TPP4;Authorized
TPP210001928;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 6000000.0;;;;BUYER11_TPP4;Authorized
TPP210001929;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 900000.0;;;;BUYER11_TPP4;Authorized
TPP210001932;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 449900.0;;;;BUYER11_TPP4;Authorized
TPP210001932;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 21800000.0;;;;BUYER11_TPP4;Authorized
TPP210001933;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 180000.0;;;;BUYER11_TPP4;Authorized
TPP210001933;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 5700000.0;;;;BUYER11_TPP4;Authorized
TPP210001934;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 606000.0;;;;BUYER11_TPP4;Authorized
TPP210001934;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 6000000.0;;;;BUYER11_TPP4;Authorized
TPP210001936;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 356050.0;;;;BUYER11_TPP4;Authorized
TPP210001936;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 18500000.0;;;;BUYER11_TPP4;Authorized
TPP210001937;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 215750.0;;;;BUYER11_TPP4;Authorized
TPP210001937;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 20000000.0;;;;BUYER11_TPP4;Authorized
TPP210001938;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 450000.0;;;;BUYER11_TPP4;Authorized
TPP210001938;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 6000000.0;;;;BUYER11_TPP4;Authorized
TPP210001939;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 150000.0;;;;BUYER11_TPP4;Authorized
TPP210001939;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 3000000.0;;;;BUYER11_TPP4;Authorized
TPP210001940;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 225000.0;;;;BUYER11_TPP4;Authorized
TPP210001940;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 3000000.0;;;;BUYER11_TPP4;Authorized
TPP210001941;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 303000.0;;;;BUYER11_TPP4;Authorized
TPP210001941;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 6000000.0;;;;BUYER11_TPP4;Authorized
TPP210001942;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 315200.0;;;;BUYER11_TPP4;Authorized
TPP210001942;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 5700000.0;;;;BUYER11_TPP4;Authorized
TPP210001943;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 344500.0;;;;BUYER11_TPP4;Authorized
TPP210001943;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 3000000.0;;;;BUYER11_TPP4;Authorized
TPP210001944;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 300000.0;;;;BUYER11_TPP4;Authorized
TPP210001944;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 5700000.0;;;;BUYER11_TPP4;Authorized
TPP210001945;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 300000.0;;;;BUYER11_TPP4;Authorized
TPP210001945;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 6000000.0;;;;BUYER11_TPP4;Authorized
TPP210001946;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 335000.0;;;;BUYER11_TPP4;Authorized
TPP210001946;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 25500000.0;;;;BUYER11_TPP4;Authorized
TPP210001947;2;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 129000.0;;;;BUYER11_TPP4;Authorized
TPP210001947;1;1;2021/08/12 00:00:00.000;2021/07/17 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 3400000.0;;;;BUYER11_TPP4;Authorized
CPN210000111;1;2;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST153_CPN1;Site - Rawat TBM;;700001150;DONGKEL ANAK SAWIT / KAYU TBM 0; 15.36;ha; 40.075;;BLOK 022 AFD OD;;BUYER11_CPN1;Authorized
CPN210000111;1;1;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST153_CPN1;Site - Rawat TBM;;700001150;DONGKEL ANAK SAWIT / KAYU TBM 0; 24.52;ha; 40.075;;BLOK 020 AFD OD;;BUYER11_CPN1;Authorized
CPN210000112;1;5;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST153_CPN1;Site - Rawat TBM;;700001148;CIRCLE WEEDING MANUAL TBM 0; 5.48;ha; 133584.0;;BLOK 023 AFD OD;;BUYER11_CPN1;Authorized
CPN210000112;1;4;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST153_CPN1;Site - Rawat TBM;;700001148;CIRCLE WEEDING MANUAL TBM 0; 8.32;ha; 133584.0;;BLOK 021 AFD OD;;BUYER11_CPN1;Authorized
CPN210000112;1;3;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST153_CPN1;Site - Rawat TBM;;700001148;CIRCLE WEEDING MANUAL TBM 0; 24.52;ha; 133584.0;;BLOK 020 AFD OD;;BUYER11_CPN1;Authorized
CPN210000112;1;2;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST153_CPN1;Site - Rawat TBM;;700001148;CIRCLE WEEDING MANUAL TBM 0; 6.64;ha; 133584.0;;BLOK 018 AFD OD;;BUYER11_CPN1;Authorized
CPN210000112;1;1;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST153_CPN1;Site - Rawat TBM;;700001148;CIRCLE WEEDING MANUAL TBM 0; 8.96;ha; 133584.0;;BLOK 017 AFD OD;;BUYER11_CPN1;Authorized
TSL210001137;3;1;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;HO165;HO - Engineering;;400050432;BELTCONVEYOR; 1.0;unit; 120000000.0;;;;BUYER503_HO;Authorized
TSL210001137;2;1;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;HO165;HO - Engineering;;400050431;CARTON SEALER; 1.0;unit; 50000000.0;;;;BUYER503_HO;Authorized
TSL210001137;1;1;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;HO165;HO - Engineering;;400050430;SEMI AUTO BAG FILLING; 1.0;unit; 600000000.0;;;;BUYER503_HO;Authorized
WKP210001271;1;5;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;AFD OE;700011162;TUMBANG POKOK SAWIT TM; 790.0;pkk; 22274.0;;OE030;;BUYER11_WKP1;Authorized
WKP210001271;1;4;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;AFD OE;700011162;TUMBANG POKOK SAWIT TM; 1102.0;pkk; 22274.0;;OE029;;BUYER11_WKP1;Authorized
WKP210001271;1;3;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;AFD OE;700011162;TUMBANG POKOK SAWIT TM; 1958.0;pkk; 22274.0;;OE028;;BUYER11_WKP1;Authorized
WKP210001271;1;2;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;AFD OE;700011162;TUMBANG POKOK SAWIT TM; 257.0;pkk; 17321.0;;OE027;;BUYER11_WKP1;Authorized
WKP210001271;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;AFD OE;700011162;TUMBANG POKOK SAWIT TM; 14.0;pkk; 22274.0;;OE025;;BUYER11_WKP1;Authorized
WKP210001272;1;10;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 902.0;pkk; 26729.0;;OF025;;BUYER11_WKP1;Authorized
WKP210001272;1;9;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 967.0;pkk; 26729.0;;OF024;;BUYER11_WKP1;Authorized
